n_labeled,mean,std,min,max,count
100,0.11673339246242354,0.012902254202998863,0.0910630153921947,0.1328702754266157,10
200,0.20580287303709127,0.017347631238001614,0.1754226967496953,0.2366827444296519,10
300,0.23567874206713496,0.025393186540013518,0.1811977707255969,0.2739771587496575,10
400,0.25162231126849616,0.021831445929250477,0.2114550634662834,0.2800709574612711,10
500,0.26401577520613523,0.017320763845734194,0.2347685267628505,0.288190040609208,10
600,0.2746077771054433,0.018682888193753064,0.2518476910323198,0.3123167798212468,10
