n_labeled,mean,std,min,max,count
100,0.11656097588282184,0.014540899697575403,0.08687298923416,0.1370170596622418,10
200,0.20555029503044148,0.016882066010661202,0.1745222039772307,0.2347787947497717,10
300,0.23094914061371474,0.01492101749548453,0.2112234522567587,0.2518887883376202,10
400,0.24895205005977986,0.012664413634237858,0.2261537275207454,0.2691366801493666,10
500,0.2646585328070946,0.013940975563823762,0.2458169942569514,0.2941159019138296,10
600,0.2746830378480859,0.012597190080894759,0.2570753615969698,0.2947739886925549,10
