run,D_two(0.5),D_two(1),D_full(0.5),D_full(1),H(1),RF(1)
1,0.007342839010096303,0.022937200445184075,0.0008436075094048479,0.017832743533511275,0.002956493298964219,0.16579015412902562
2,0.007063165151642015,0.028852218736873547,0.0008516460618182009,0.02950353343913964,0.018551296176994858,0.6287821835056729
3,0.0050837793512159,0.028122392517331507,0.009120589504363508,0.01651964690155544,-0.0026798266127843196,-0.16222057461361328
