,,,nALC,nALC,nALC,P200,P200,P200,P300,P300,P300,P600,P600,P600
,,,mean,std,count,mean,std,count,mean,std,count,mean,std,count
setting,method,lambda,,,,,,,,,,,,
full,full_clean,0.0,0.25147004815407253,0.0038512594909314826,3,0.23491739821484034,0.021780471586117088,3,0.2647404168674228,0.011056799777528417,3,0.2925117881112587,0.012844738490752699,3
model_only,model_only,,0.20940237820014865,,1,0.1756994981477211,,1,0.2292085457622597,,1,0.275575121031144,,1
two_source,two_source_clean,0.0,0.25646467663218747,0.0007453339789248402,3,0.2520508176424965,0.018853682501334568,3,0.2822300249904239,0.009653600892034018,3,0.2846416239616179,0.007671974993579803,3
