setting,method,lambda,run,round,rpe1_alignment,model_alignment,source
full,full_l1,1.0,1,2,0.18731378018856049,0.8864846229553223,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_corrupt_permute_rpe1_l1_cs20260826_run1_Core-Set_diff_effect_round2_state.pkl
full,full_l1,1.0,1,3,0.1896442323923111,0.8618388175964355,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_corrupt_permute_rpe1_l1_cs20260826_run1_Core-Set_diff_effect_round3_state.pkl
full,full_l1,1.0,1,4,0.1908981204032898,0.8511987328529358,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_corrupt_permute_rpe1_l1_cs20260826_run1_Core-Set_diff_effect_round4_state.pkl
full,full_l1,1.0,1,5,0.19728663563728333,0.832663893699646,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_corrupt_permute_rpe1_l1_cs20260826_run1_Core-Set_diff_effect_round5_state.pkl
full,full_l1,1.0,2,1,0.13576294481754303,0.8057472109794617,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_corrupt_permute_rpe1_l1_cs20260826_run2_Core-Set_diff_effect_round1_state.pkl
full,full_l1,1.0,2,2,0.18890731036663055,0.8553250432014465,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_corrupt_permute_rpe1_l1_cs20260826_run2_Core-Set_diff_effect_round2_state.pkl
full,full_l1,1.0,2,3,0.19229067862033844,0.8777186870574951,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_corrupt_permute_rpe1_l1_cs20260826_run2_Core-Set_diff_effect_round3_state.pkl
full,full_l1,1.0,2,4,0.1998378187417984,0.8553985357284546,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_corrupt_permute_rpe1_l1_cs20260826_run2_Core-Set_diff_effect_round4_state.pkl
full,full_l1,1.0,2,5,0.2041253298521042,0.8606447577476501,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_corrupt_permute_rpe1_l1_cs20260826_run2_Core-Set_diff_effect_round5_state.pkl
full,full_l1,1.0,3,1,0.13576294481754303,0.8122915029525757,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_corrupt_permute_rpe1_l1_cs20260826_run3_Core-Set_diff_effect_round1_state.pkl
