run,seed,round,n_labeled,pearson_delta,frac_opposite_direction_top20_non_dropout,mse_non_dropout,mse_top20_de_non_dropout,pearson_delta_top20_de_non_dropout,mse_4_non_dropout,mse_4_top20_de_non_dropout,method,lambda,setting,source
2,1,0,100,0.1131537553732053,0.4588541666666666,0.0104340761899948,0.1158113256096839,0.1592424414921781,0.0023628931227188,0.0863728705299157,oracle_drop,,full,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_drop_rpe1_run2_Core-Set_diff_effect_metrics.csv
2,1,1,200,0.2193559684922167,0.4075520833333333,0.0092618465423583,0.0993239283561706,0.2552006450397557,0.0017399567089451,0.0604874651717788,oracle_drop,,full,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_drop_rpe1_run2_Core-Set_diff_effect_metrics.csv
2,1,2,300,0.2398365767841036,0.4015625,0.0094756903126835,0.1022194325923919,0.2911321719905058,0.0021229354246606,0.0752883616989189,oracle_drop,,full,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_drop_rpe1_run2_Core-Set_diff_effect_metrics.csv
2,1,3,400,0.2694415390758113,0.3815104166666667,0.0085743935778737,0.0856673493981361,0.3086311118212754,0.0014317299722509,0.0502274549368242,oracle_drop,,full,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_drop_rpe1_run2_Core-Set_diff_effect_metrics.csv
2,1,4,500,0.300189568311087,0.3414062500000001,0.0082226311787962,0.0854923725128173,0.3733244089154161,0.0014075149626296,0.0499096123136647,oracle_drop,,full,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_drop_rpe1_run2_Core-Set_diff_effect_metrics.csv
2,1,5,600,0.2785436339252221,0.3341145833333334,0.0083334613591432,0.0904398560523986,0.3642025352646547,0.0014485077450529,0.0509289637339558,oracle_drop,,full,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_drop_rpe1_run2_Core-Set_diff_effect_metrics.csv
3,1,0,100,0.1171548782586594,0.4528645833333333,0.0107206441462039,0.1165999248623848,0.1450357444525406,0.0024034861749193,0.084676922169001,oracle_drop,,full,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_drop_rpe1_run3_Core-Set_diff_effect_metrics.csv
3,1,1,200,0.161153197904433,0.4127604166666667,0.0097260819748044,0.1083302870392799,0.177014502984326,0.0021587612163615,0.0783609859787551,oracle_drop,,full,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_drop_rpe1_run3_Core-Set_diff_effect_metrics.csv
3,1,2,300,0.2438936179313504,0.3875,0.0089399134740233,0.0906551852822303,0.2755624295791927,0.001664319643872,0.0545360028301123,oracle_drop,,full,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_drop_rpe1_run3_Core-Set_diff_effect_metrics.csv
3,1,3,400,0.2565015016209194,0.3395833333333333,0.0084390873089432,0.0870694145560264,0.3105135456376799,0.0014695285184861,0.0510176279732756,oracle_drop,,full,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_drop_rpe1_run3_Core-Set_diff_effect_metrics.csv
3,1,4,500,0.2860635515275159,0.3611979166666666,0.0085395025089383,0.0849822759628295,0.3365158017501453,0.001423957395919,0.0488802203154288,oracle_drop,,full,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_drop_rpe1_run3_Core-Set_diff_effect_metrics.csv
3,1,5,600,0.2927387785831569,0.3497395833333334,0.0083387726917862,0.0829748809337616,0.362823644028247,0.0014069278490157,0.0485086984129642,oracle_drop,,full,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_drop_rpe1_run3_Core-Set_diff_effect_metrics.csv
1,1,0,100,0.1099500746623339,0.43046875,0.0108275124803185,0.115592360496521,0.1757535970982893,0.0025208045306935,0.0881319383046805,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run1_Core-Set_diff_effect_metrics.csv
1,1,1,200,0.2128446191887078,0.38359375,0.0097036473453044,0.0995380878448486,0.2907022194978986,0.0021488703610763,0.077438583712319,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run1_Core-Set_diff_effect_metrics.csv
1,1,2,300,0.2490367229436504,0.3427083333333334,0.0089149130508303,0.0932381153106689,0.3513162711405834,0.001890297654371,0.067479504428987,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run1_Core-Set_diff_effect_metrics.csv
1,1,3,400,0.2773066280926901,0.3520833333333333,0.0087186908349394,0.0904462039470672,0.3763320025887287,0.0017979509311941,0.0644946838073944,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run1_Core-Set_diff_effect_metrics.csv
1,1,4,500,0.2902074139221984,0.3510416666666667,0.0081259394064545,0.0828383862972259,0.3875250291717997,0.0014019980026156,0.0486896821238891,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run1_Core-Set_diff_effect_metrics.csv
1,1,5,600,0.3238770047965936,0.3385416666666667,0.0080076148733496,0.0785113796591758,0.4346777953632285,0.0012375873413257,0.0423211655385785,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run1_Core-Set_diff_effect_metrics.csv
2,1,0,100,0.1048194224013736,0.4591145833333334,0.0105137666687369,0.1156257167458534,0.1578184587843003,0.0023524290098187,0.0857569521925597,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run2_Core-Set_diff_effect_metrics.csv
2,1,1,200,0.2387819906869236,0.3848958333333334,0.0099044516682624,0.0943737030029296,0.3199192411589244,0.0020915051657939,0.0726167156710895,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run2_Core-Set_diff_effect_metrics.csv
2,1,2,300,0.2647788288847619,0.3760416666666666,0.0085881827399134,0.088153064250946,0.3394688082713717,0.0015500582216336,0.0548252046590884,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run2_Core-Set_diff_effect_metrics.csv
2,1,3,400,0.2617669904857732,0.3268229166666667,0.0083647752180695,0.0832039937376976,0.3835787763193381,0.0014468871019416,0.0503671402996587,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run2_Core-Set_diff_effect_metrics.csv
2,1,4,500,0.2826921112762863,0.3526041666666666,0.0082977674901485,0.0824602767825126,0.3669076443957325,0.0014092593172851,0.0473856127173955,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run2_Core-Set_diff_effect_metrics.csv
2,1,5,600,0.2998102545446163,0.3354166666666666,0.0080349259078502,0.0803477466106414,0.397914612220396,0.0013077198460911,0.045749648043693,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run2_Core-Set_diff_effect_metrics.csv
3,1,0,100,0.1158023959130142,0.4505208333333333,0.0107301147654652,0.116540789604187,0.1474755527835917,0.0023978196945778,0.0840507798423156,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run3_Core-Set_diff_effect_metrics.csv
3,1,1,200,0.2271272780274859,0.4028645833333333,0.0095589524134993,0.098443329334259,0.288032095420794,0.0020953383053177,0.0741324730561245,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run3_Core-Set_diff_effect_metrics.csv
3,1,2,300,0.236616329465523,0.3986979166666666,0.0085988854989409,0.0876509323716163,0.2975550973595066,0.001540019485464,0.0536242435401921,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run3_Core-Set_diff_effect_metrics.csv
3,1,3,400,0.2797843700734474,0.3611979166666666,0.0082989614456892,0.0849433466792106,0.3597317460980941,0.0014832767967212,0.0514538436686052,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run3_Core-Set_diff_effect_metrics.csv
3,1,4,500,0.3027417105133815,0.3403645833333333,0.0081444587558507,0.0808175429701805,0.4087832078439312,0.001329899925593,0.0450505443645245,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run3_Core-Set_diff_effect_metrics.csv
3,1,5,600,0.2974133243964922,0.3268229166666667,0.0082771321758627,0.0806985571980476,0.3972117754098414,0.0013863819930096,0.0458264773154648,two_source_l0.5,0.5,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l0.5_cs20260826_run3_Core-Set_diff_effect_metrics.csv
1,1,0,100,0.1035914479807678,0.4369791666666667,0.0109073845669627,0.1167954802513122,0.1575444525855334,0.0025439271038727,0.0888594195531974,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run1_Core-Set_diff_effect_metrics.csv
1,1,1,200,0.1909111285588212,0.3979166666666667,0.0094058364629745,0.1057118400931358,0.2873557397597461,0.0021781072834346,0.0805405375801759,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run1_Core-Set_diff_effect_metrics.csv
1,1,2,300,0.2564186463053127,0.3799479166666666,0.0083953756839036,0.0885750725865364,0.3611078965011235,0.0014929124822495,0.0522983836201092,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run1_Core-Set_diff_effect_metrics.csv
1,1,3,400,0.26340628656514,0.3414062500000001,0.0081471912562847,0.0845109149813652,0.3428525874840269,0.0014413261105316,0.0508045836033791,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run1_Core-Set_diff_effect_metrics.csv
1,1,4,500,0.2711713391892075,0.3432291666666667,0.0079035721719264,0.0834757015109062,0.3270546316823561,0.0013239077870772,0.0461823743614938,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run1_Core-Set_diff_effect_metrics.csv
1,1,5,600,0.2692679841848122,0.3460937499999999,0.0080138901248574,0.0842598676681518,0.3548944866248116,0.0013657740488112,0.0480963954966834,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run1_Core-Set_diff_effect_metrics.csv
2,1,0,100,0.1230150918232427,0.4507812500000001,0.0103771807625889,0.115286111831665,0.1765391592910402,0.0023320354200695,0.0854896699707751,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run2_Core-Set_diff_effect_metrics.csv
2,1,1,200,0.2199612917684818,0.3854166666666667,0.0093005253002047,0.0996985211968422,0.2657045180447973,0.0020471675088629,0.0740949005632349,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run2_Core-Set_diff_effect_metrics.csv
2,1,2,300,0.2091407780026307,0.3783854166666667,0.009110233746469,0.099313773214817,0.2772350756727486,0.0020438381504936,0.074663832289328,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run2_Core-Set_diff_effect_metrics.csv
2,1,3,400,0.2793855097271159,0.3356770833333333,0.0080277603119611,0.0832273140549659,0.3878026695284438,0.0013921258999228,0.0491870415616479,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run2_Core-Set_diff_effect_metrics.csv
2,1,4,500,0.2420548337975651,0.3421875,0.0082985237240791,0.0843588933348655,0.3036299547419717,0.0013848439395381,0.0471745188728164,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run2_Core-Set_diff_effect_metrics.csv
2,1,5,600,0.2586790653463346,0.3515625,0.0081560788676142,0.0876447558403015,0.3173567794570303,0.0014991923314883,0.0539480346732792,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run2_Core-Set_diff_effect_metrics.csv
3,1,0,100,0.1090561743768278,0.4557291666666667,0.0107857706025242,0.1175457835197448,0.1375062822003723,0.0024501633996066,0.0862616776519341,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run3_Core-Set_diff_effect_metrics.csv
3,1,1,200,0.224325793649659,0.3565104166666668,0.0090049263089895,0.0995493531227111,0.3202495652519526,0.0019605851908806,0.0721007813828691,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run3_Core-Set_diff_effect_metrics.csv
3,1,2,300,0.1965063068286954,0.3658854166666667,0.0089315539225935,0.0951996222138404,0.2625662730178209,0.0019874950180043,0.0713674412072881,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run3_Core-Set_diff_effect_metrics.csv
3,1,3,400,0.2555568689364169,0.3515625,0.0086524719372391,0.0927359461784362,0.3379946323560255,0.0019097061107556,0.0690105587623596,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run3_Core-Set_diff_effect_metrics.csv
3,1,4,500,0.2703398629585089,0.33203125,0.0080266939476132,0.0818089917302131,0.354130365845944,0.0013319731003478,0.0461575254767164,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run3_Core-Set_diff_effect_metrics.csv
3,1,5,600,0.2728551256846373,0.3466145833333333,0.0082354256883263,0.0870773568749427,0.3615878702378545,0.0014379491296761,0.0501660486296411,two_source_l1,1.0,two_source,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_single_rpe1_kernel_corrupt_permute_rpe1_l1_cs20260826_run3_Core-Set_diff_effect_metrics.csv
