source,run,model_weight,round,n_labeled,kernel,alignment,mean_prior_alignment,model_over_prior,from_json
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round1_round_state.json,1,0.5,1,100,biogpt,0.31543219089508057,0.3397722654703067,2.404976384933986,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round1_round_state.json,1,0.5,1,100,esm,0.31112152338027954,0.3397722654703067,2.404976384933986,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round1_round_state.json,1,0.5,1,100,model,0.8171442747116089,0.3397722654703067,2.404976384933986,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round1_round_state.json,1,0.5,1,100,node2vec,0.4093255400657654,0.3397722654703067,2.404976384933986,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round1_round_state.json,1,0.5,1,100,ops_A549,0.35417608688580027,0.3397722654703067,2.404976384933986,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round1_round_state.json,1,0.5,1,100,ops_HeLa_DMEM,0.23595663568280018,0.3397722654703067,2.404976384933986,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round1_round_state.json,1,0.5,1,100,ops_HeLa_HPLM,0.21758231172590325,0.3397722654703067,2.404976384933986,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round1_round_state.json,1,0.5,1,100,pops,0.42333891463465223,0.3397722654703067,2.404976384933986,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round1_round_state.json,1,0.5,1,100,rpe1,0.45124492049217224,0.3397722654703067,2.404976384933986,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round2_round_state.json,1,0.5,2,200,biogpt,0.37796491384506226,0.3177324747763537,2.6590120341408796,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round2_round_state.json,1,0.5,2,200,esm,0.37303048372268677,0.3177324747763537,2.6590120341408796,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round2_round_state.json,1,0.5,2,200,model,0.844854474067688,0.3177324747763537,2.6590120341408796,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round2_round_state.json,1,0.5,2,200,node2vec,0.4204174876213074,0.3177324747763537,2.6590120341408796,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round2_round_state.json,1,0.5,2,200,ops_A549,0.331673648581273,0.3177324747763537,2.6590120341408796,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round2_round_state.json,1,0.5,2,200,ops_HeLa_DMEM,0.1354172576478331,0.3177324747763537,2.6590120341408796,True
GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_run1_Core-Set_diff_effect_round2_round_state.json,1,0.5,2,200,ops_HeLa_HPLM,0.15610731214926482,0.3177324747763537,2.6590120341408796,True
