run,round,n_labeled,perm_seed,signal,z0,z05,z1,d_z_0_05,d_z_0_1,d_z_05_1,ordered_0_gt_05_gt_1
2,2,200,20260827,obs,0.5254676639775233,0.48682408662259186,0.27250884096450284,0.03864357735493146,0.2529588230130205,0.21431524565808902,True
2,2,200,20260827,pm,0.5541664044532528,0.5110943442914455,0.2828909438301976,0.04307206016180731,0.27127546062305524,0.22820340046124793,True
2,2,200,20260828,cons,0.42541845573236087,0.4586233243133543,0.3301966639056623,-0.03320486858099342,0.09522179182669854,0.12842666040769196,False
2,2,200,20260828,cons_full,0.4247763974251374,0.4862838912347319,0.3757072454817988,-0.06150749380959453,0.04906915194333861,0.11057664575293313,False
2,2,200,20260828,loc,0.16450000000000004,0.14150000000000001,0.069,0.02300000000000002,0.09550000000000003,0.07250000000000001,True
2,2,200,20260828,obs,0.5254676639775233,0.4691914837376193,0.21813716401731956,0.056276180239903995,0.3073304999602038,0.2510543197202998,True
2,2,200,20260828,pm,0.5541664044532528,0.5044360764855116,0.24880859995013085,0.04973032796774124,0.305357804503122,0.25562747653538076,True
2,2,200,20260829,cons,0.42541845573236087,0.4616860049913584,0.34018560472424814,-0.036267549258997556,0.08523285100811273,0.12150040026711029,False
2,2,200,20260829,cons_full,0.4247763974251374,0.48676591304599104,0.3809076724890633,-0.06198951562085364,0.04386872493607408,0.10585824055692772,False
2,2,200,20260829,loc,0.16450000000000004,0.12050000000000001,0.05,0.044000000000000025,0.11450000000000003,0.07050000000000001,True
2,2,200,20260829,obs,0.5254676639775233,0.4550166105157044,0.1970361282904423,0.0704510534618189,0.32843153568708106,0.25798048222526215,True
2,2,200,20260829,pm,0.5541664044532528,0.47394226451649707,0.1963241487681095,0.08022413993675576,0.35784225568514333,0.2776181157483876,True
2,2,200,20260830,cons,0.42541845573236087,0.46026198855374617,0.35575984604933975,-0.034843532821385303,0.06965860968302112,0.10450214250440643,False
2,2,200,20260830,cons_full,0.4247763974251374,0.48657164465559405,0.38149618633728666,-0.06179524723045665,0.04328021108785074,0.10507545831830739,False
2,2,200,20260830,loc,0.16450000000000004,0.115,0.0365,0.04950000000000003,0.12800000000000003,0.07850000000000001,True
2,2,200,20260830,obs,0.5254676639775233,0.4338869083370594,0.19518125238507456,0.09158075564046392,0.33028641159244876,0.23870565595198484,True
2,2,200,20260830,pm,0.5541664044532528,0.4591203088927093,0.20862876437583203,0.09504609556054355,0.3455376400774208,0.2504915445168773,True
2,3,300,20260826,cons,0.4536416765579587,0.4878454151357829,0.3594303417035237,-0.034203738577824216,0.09421133485443495,0.12841507343225916,False
2,3,300,20260826,cons_full,0.4247763974251374,0.4876488217304923,0.37825947758197226,-0.06287242430535489,0.04651691984316514,0.10938934414852003,False
2,3,300,20260826,loc,0.114,0.09666666666666666,0.015333333333333336,0.01733333333333334,0.09866666666666667,0.08133333333333333,True
2,3,300,20260826,obs,0.5456266481085522,0.48309200049243806,0.2273747310913079,0.06253464761611416,0.3182519170172443,0.25571726940113015,True
2,3,300,20260826,pm,0.5944880209899375,0.5365458001508792,0.2678842993049905,0.05794222083905831,0.32660372168494695,0.26866150084588863,True
2,3,300,20260827,cons,0.4536416765579587,0.4876719859922441,0.37001804922353093,-0.03403030943428542,0.08362362733442774,0.11765393676871316,False
2,3,300,20260827,cons_full,0.4247763974251374,0.48840922606165904,0.3820972989531789,-0.06363282863652164,0.0426790984719585,0.10631192710848014,False
2,3,300,20260827,loc,0.114,0.10066666666666668,0.044333333333333336,0.013333333333333322,0.06966666666666667,0.056333333333333346,True
2,3,300,20260827,obs,0.5456266481085522,0.4986722673103737,0.270844502961122,0.04695438079817854,0.2747821451474302,0.22782776434925167,True
2,3,300,20260827,pm,0.5944880209899375,0.5485273795213923,0.3054032313474229,0.04596064146854517,0.28908478964251455,0.24312414817396938,True
2,3,300,20260828,cons,0.4536416765579587,0.4808021250195855,0.3359377724994895,-0.02716044846162685,0.1177039040584692,0.14486435252009605,False
2,3,300,20260828,cons_full,0.4247763974251374,0.4862838912347319,0.3757072454817988,-0.06150749380959453,0.04906915194333861,0.11057664575293313,False
2,3,300,20260828,loc,0.114,0.08600000000000001,0.02966666666666666,0.027999999999999997,0.08433333333333334,0.056333333333333346,True
2,3,300,20260828,obs,0.5456266481085522,0.49061254619282973,0.2269906157427248,0.05501410191572248,0.3186360323658274,0.26362193045010496,True
2,3,300,20260828,pm,0.5944880209899375,0.5471282034026403,0.27272367477009296,0.047359817587297126,0.3217643462198445,0.2744045286325474,True
2,3,300,20260829,cons,0.4536416765579587,0.4814860031125448,0.3527031556558468,-0.02784432655458613,0.10093852090211186,0.128782847456698,False
2,3,300,20260829,cons_full,0.4247763974251374,0.48676591304599104,0.3809076724890633,-0.06198951562085364,0.04386872493607408,0.10585824055692772,False
2,3,300,20260829,loc,0.114,0.09899999999999999,0.039666666666666676,0.015000000000000013,0.07433333333333333,0.059333333333333314,True
2,3,300,20260829,obs,0.5456266481085522,0.491441401071393,0.2452909480288798,0.05418524703715921,0.3003357000796724,0.2461504530425132,True
2,3,300,20260829,pm,0.5944880209899375,0.5475337420271489,0.29191680826858735,0.04695427896278859,0.3025712127213501,0.25561693375856154,True
2,3,300,20260830,cons,0.4536416765579587,0.4833674923287021,0.369061777607704,-0.029725815770743402,0.0845798989502547,0.1143057147209981,False
2,3,300,20260830,cons_full,0.4247763974251374,0.48657164465559405,0.38149618633728666,-0.06179524723045665,0.04328021108785074,0.10507545831830739,False
2,3,300,20260830,loc,0.114,0.09166666666666666,0.03,0.022333333333333344,0.084,0.06166666666666666,True
2,3,300,20260830,obs,0.5456266481085522,0.4777249519649986,0.24413360442267507,0.06790169614355362,0.30149304368587715,0.23359134754232352,True
2,3,300,20260830,pm,0.5944880209899375,0.5242639461853964,0.27323891571498515,0.07022407480454107,0.3212491052749523,0.25102503047041125,True
2,4,400,20260826,cons,0.4480394214446121,0.48695769166052655,0.3683540598398366,-0.03891827021591443,0.07968536160477552,0.11860363182068995,False
2,4,400,20260826,cons_full,0.4247763974251374,0.4876488217304923,0.37825947758197226,-0.06287242430535489,0.04651691984316514,0.10938934414852003,False
2,4,400,20260826,loc,0.10675000000000001,0.10074999999999999,0.015499999999999998,0.006000000000000019,0.09125000000000001,0.08524999999999999,True
2,4,400,20260826,obs,0.5567676950053745,0.49225407673826277,0.24076642319592487,0.06451361826711172,0.3160012718094496,0.25148765354233793,True
2,4,400,20260826,pm,0.6029592805019977,0.5466186428779987,0.2867404802323003,0.05634063762399899,0.31621880026969734,0.25987816264569835,True
