n_labeled,mean,std,min,max,count
100,0.11463485096302488,0.014256745759083323,0.0857668733084622,0.1342824100202541,10
200,0.20057775177565978,0.021509722092832174,0.1573966860768748,0.22822680574897,10
300,0.20636765107920238,0.021553614968172805,0.1663267680610307,0.2356459710966285,10
400,0.2368907521775939,0.01934415036021581,0.2085989672677486,0.2652716219501258,10
500,0.24051973066251509,0.007090424328870251,0.2281327383584629,0.2485057933483611,10
600,0.2500303316984871,0.01578022850194018,0.2328191355908056,0.2768311623770104,10
