run,seed,round,n_labeled,pearson_delta,frac_opposite_direction_top20_non_dropout,mse_non_dropout,mse_top20_de_non_dropout,pearson_delta_top20_de_non_dropout,mse_4_non_dropout,mse_4_top20_de_non_dropout,method,source
1,1,3,400,0.2553388803003501,0.35546875,0.0088013047352433,0.0907328799366951,0.3291903015466162,0.0016612030552399,0.0551058498601378,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run1_Core-Set_diff_effect_metrics.csv
1,1,4,500,0.2918170251616916,0.3375000000000001,0.0082146134227514,0.0838953480124473,0.3717129055984709,0.0014726649231524,0.0505132885680116,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run1_Core-Set_diff_effect_metrics.csv
1,1,5,600,0.2840877137185749,0.3395833333333333,0.0084818229079246,0.0823853239417076,0.3619520923238744,0.0014730016500592,0.0484734997009278,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run1_Core-Set_diff_effect_metrics.csv
2,1,0,100,0.1200497325356749,0.4651041666666667,0.0103496117517352,0.1154382228851318,0.1627359673117369,0.0023424923316973,0.0863776474722726,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run2_Core-Set_diff_effect_metrics.csv
2,1,1,200,0.2401891406568367,0.3861979166666667,0.0093063237145543,0.0962142720818519,0.3062732764319596,0.0018373937460176,0.063997002336085,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run2_Core-Set_diff_effect_metrics.csv
2,1,2,300,0.2495128212238241,0.3901041666666667,0.0092546148225665,0.0924667119979858,0.3074871603176041,0.0018023532001291,0.0621703421237422,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run2_Core-Set_diff_effect_metrics.csv
2,1,3,400,0.2896614222196334,0.3627604166666667,0.0082654356956481,0.0816983580589294,0.3673051500679478,0.0013754079212473,0.0482053460397158,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run2_Core-Set_diff_effect_metrics.csv
2,1,4,500,0.2911723484361798,0.33828125,0.0081746540963649,0.0833004117012023,0.3565206493626354,0.0013418982579581,0.0466349084646177,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run2_Core-Set_diff_effect_metrics.csv
2,1,5,600,0.2699590871730639,0.3283854166666667,0.0084192808717489,0.0859959125518798,0.3417566774003912,0.0014639495404941,0.0500474918108617,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run2_Core-Set_diff_effect_metrics.csv
3,1,0,100,0.1146388554675437,0.4518229166666667,0.0107207121327519,0.1170888319611549,0.1484045955820612,0.0024245414995724,0.0855260383850691,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run3_Core-Set_diff_effect_metrics.csv
3,1,1,200,0.232035601544545,0.4026041666666666,0.0092485463246703,0.0941183790564537,0.2605175162670064,0.00159967723385,0.0549257788542642,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run3_Core-Set_diff_effect_metrics.csv
3,1,2,300,0.2078489618447861,0.3955729166666666,0.0092699872329831,0.0956135392189025,0.2555094125977996,0.001707836709155,0.0580165966600967,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run3_Core-Set_diff_effect_metrics.csv
3,1,3,400,0.2635487400110891,0.34765625,0.0087946243584156,0.0927876010537147,0.3251303397577663,0.0016875231843951,0.0600095873493046,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run3_Core-Set_diff_effect_metrics.csv
3,1,4,500,0.267920244939404,0.34375,0.0085616474971175,0.0863817706704139,0.3415361500620777,0.0015077003161059,0.051314405627924,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run3_Core-Set_diff_effect_metrics.csv
3,1,5,600,0.2892837257301386,0.3442708333333333,0.0088664842769503,0.0830807387828826,0.354477473352409,0.0016663913907056,0.0496263567281554,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run3_Core-Set_diff_effect_metrics.csv
4,1,0,100,0.1154569736408132,0.4260416666666666,0.010605446062982,0.1142013445496559,0.1572148360321937,0.0023641056903676,0.083140576459391,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run4_Core-Set_diff_effect_metrics.csv
4,1,1,200,0.2494165230672795,0.3895833333333334,0.0091174123808741,0.0957386419177055,0.3193406800357329,0.0017030254881052,0.0602731365349124,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run4_Core-Set_diff_effect_metrics.csv
4,1,2,300,0.2154152412994196,0.3752604166666667,0.0090987421572208,0.0887798443436622,0.2820868809469124,0.0015567214567369,0.0518370279615737,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run4_Core-Set_diff_effect_metrics.csv
4,1,3,400,0.2603602102464692,0.390625,0.0091316644102334,0.0903914645314216,0.2985039218034118,0.001648953957391,0.0544788333808052,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run4_Core-Set_diff_effect_metrics.csv
4,1,4,500,0.2741069092801144,0.3442708333333333,0.008598948828876,0.0879015922546386,0.3543604866599142,0.0014903521383506,0.0500868755653148,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run4_Core-Set_diff_effect_metrics.csv
4,1,5,600,0.2557811502609506,0.3359375,0.0087020443752408,0.0887419879436492,0.3222129283529213,0.00154102554035,0.0529727927205385,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run4_Core-Set_diff_effect_metrics.csv
5,1,0,100,0.1328452624749182,0.440625,0.0107962535694241,0.1165735647082328,0.1824459571191395,0.0024124534607787,0.0852656334956615,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run5_Core-Set_diff_effect_metrics.csv
5,1,1,200,0.2451195981570838,0.4145833333333333,0.0099099827930331,0.0951541364192962,0.2823905230739211,0.0016800846064094,0.0558990025810999,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run5_Core-Set_diff_effect_metrics.csv
5,1,2,300,0.2672411504442688,0.3799479166666666,0.0091340206563472,0.0929262861609458,0.3327029623876578,0.0018198108439246,0.0633735444978507,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run5_Core-Set_diff_effect_metrics.csv
5,1,3,400,0.2370470224164734,0.3385416666666667,0.0089246928691864,0.0882067158818245,0.3138110992648386,0.0015868560879001,0.0528304405397041,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run5_Core-Set_diff_effect_metrics.csv
5,1,4,500,0.2701978146534709,0.3374999999999999,0.0090162148699164,0.0895527526736259,0.3605800517207211,0.0016598890319146,0.0550455798922484,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run5_Core-Set_diff_effect_metrics.csv
5,1,5,600,0.2724133035452204,0.3111979166666667,0.0085343522951006,0.0831011310219764,0.36577083407729,0.0014760279364915,0.0487667738317213,early_prior,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_prior_run5_Core-Set_diff_effect_metrics.csv
1,1,0,100,0.1047119101545024,0.4369791666666667,0.0108275590464472,0.1165238618850708,0.1723680120810057,0.0025434506244297,0.0889209252679696,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run1_Core-Set_diff_effect_metrics.csv
1,1,1,200,0.2113310980918158,0.4161458333333334,0.0097829028964042,0.1049553230404853,0.2858774339949145,0.0021186210867793,0.0767074936527327,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run1_Core-Set_diff_effect_metrics.csv
1,1,2,300,0.2535712205890172,0.3721354166666666,0.0091879619285464,0.0950441136956214,0.3549940892292786,0.0017390870034044,0.061014192568291,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run1_Core-Set_diff_effect_metrics.csv
1,1,3,400,0.2683015431850905,0.346875,0.0086285481229424,0.089834488928318,0.3705564068061847,0.0015656186346265,0.0543848252225871,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run1_Core-Set_diff_effect_metrics.csv
1,1,4,500,0.2688184791262798,0.3598958333333333,0.0090037854388356,0.0914435163140297,0.3557814778563915,0.0017680704340818,0.0545146036706986,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run1_Core-Set_diff_effect_metrics.csv
1,1,5,600,0.2645080510382971,0.3252604166666666,0.0086174523457884,0.0903661176562309,0.3804161376600276,0.0015413062589905,0.053525081280865,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run1_Core-Set_diff_effect_metrics.csv
2,1,0,100,0.1260389101440643,0.44453125,0.0102779055014252,0.1143074110150337,0.1789422462474281,0.0023254122387831,0.0855639365250074,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run2_Core-Set_diff_effect_metrics.csv
2,1,1,200,0.2325388219665694,0.3791666666666666,0.0096233123913407,0.0958138331770896,0.2896711736012648,0.0020924289438892,0.0716056003410509,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run2_Core-Set_diff_effect_metrics.csv
2,1,2,300,0.273496127024143,0.3682291666666666,0.0095215141773223,0.0909775272011756,0.3392833715502587,0.0019760752850512,0.068754699704732,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run2_Core-Set_diff_effect_metrics.csv
2,1,3,400,0.292932507539898,0.3302083333333333,0.0084493299946188,0.0813459903001785,0.3690948211141756,0.0014399550785116,0.0479334133945788,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run2_Core-Set_diff_effect_metrics.csv
2,1,4,500,0.2917542870107206,0.3617187499999999,0.0085711320862174,0.082292340695858,0.3451813472045684,0.0014211596778914,0.0473220323437696,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run2_Core-Set_diff_effect_metrics.csv
2,1,5,600,0.2847830886627724,0.3489583333333333,0.0085716089233756,0.0849936306476593,0.3636776895414121,0.0015006314962229,0.0504369250268913,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run2_Core-Set_diff_effect_metrics.csv
3,1,0,100,0.1123640060671294,0.4544270833333333,0.010756698437035,0.117297738790512,0.1391214845020612,0.002427140774312,0.0857405068437401,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run3_Core-Set_diff_effect_metrics.csv
3,1,1,200,0.2436615141579206,0.3895833333333333,0.0090078162029385,0.0989224016666412,0.3188177664349998,0.0019295729480848,0.0719448683062485,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run3_Core-Set_diff_effect_metrics.csv
3,1,2,300,0.2681962217001123,0.3791666666666666,0.0093121472746133,0.0901990830898284,0.3272008783679891,0.001816922534878,0.0629788406434272,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run3_Core-Set_diff_effect_metrics.csv
3,1,3,400,0.2702240927351055,0.3578125,0.008551413193345,0.089350402355194,0.3547612253736336,0.0015362809073558,0.0535683494699696,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run3_Core-Set_diff_effect_metrics.csv
3,1,4,500,0.3018550298315719,0.3531250000000001,0.0084853721782565,0.0844262763857841,0.3760833206950871,0.0014473461042386,0.0479156855038127,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run3_Core-Set_diff_effect_metrics.csv
3,1,5,600,0.2790566032257129,0.3486979166666666,0.0084576969966292,0.0882619619369506,0.3662788229800354,0.0014999844158955,0.0518682083520919,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run3_Core-Set_diff_effect_metrics.csv
4,1,0,100,0.1215291843446154,0.4145833333333333,0.01054307539016,0.1138331517577171,0.1645903184769365,0.0023533558504568,0.0830374543481411,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run4_Core-Set_diff_effect_metrics.csv
4,1,1,200,0.203732827281739,0.4166666666666667,0.0094223311170935,0.1031461134552955,0.2572769192256506,0.0020501135605324,0.0739405581409907,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run4_Core-Set_diff_effect_metrics.csv
4,1,2,300,0.2722785176452328,0.35625,0.008931434713304,0.0922841355204582,0.3657817852767637,0.001907639962524,0.0685169582952312,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run4_Core-Set_diff_effect_metrics.csv
4,1,3,400,0.2730218564758187,0.3515625,0.0088042374700307,0.0911466106772422,0.3667762662800659,0.0017027853846714,0.0578426173950901,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run4_Core-Set_diff_effect_metrics.csv
4,1,4,500,0.2727273591865369,0.3528645833333333,0.0084960227832198,0.0916245207190513,0.3501065457562022,0.0017100558905682,0.0610488351474183,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run4_Core-Set_diff_effect_metrics.csv
4,1,5,600,0.2870386709391168,0.3208333333333333,0.0088187754154205,0.0913730040192604,0.394390411401755,0.0018782328972301,0.0651885441692077,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run4_Core-Set_diff_effect_metrics.csv
5,1,0,100,0.1332075547956418,0.4375,0.0108393738046288,0.1167399585247039,0.1804267966888377,0.0024094469058569,0.0849711671699575,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run5_Core-Set_diff_effect_metrics.csv
5,1,1,200,0.2438715500371749,0.4007812499999999,0.0092961890622973,0.0977605208754539,0.2919258578664378,0.0019495010173195,0.0691224714749599,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run5_Core-Set_diff_effect_metrics.csv
5,1,2,300,0.2353068289354689,0.3528645833333333,0.0090814149007201,0.0977634489536285,0.3296847752102315,0.0020636541184067,0.0756080354596633,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run5_Core-Set_diff_effect_metrics.csv
5,1,3,400,0.2700394640010795,0.33671875,0.008515796624124,0.085021398961544,0.3539920909279555,0.0014354270099914,0.0490189547633538,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run5_Core-Set_diff_effect_metrics.csv
5,1,4,500,0.3031080515269974,0.3536458333333334,0.0084521425887942,0.0842428207397461,0.3881970703677624,0.0014743381631997,0.0492576443041798,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run5_Core-Set_diff_effect_metrics.csv
5,1,5,600,0.2896622244884885,0.3294270833333333,0.0082372529432177,0.0822748914361,0.3783430504345522,0.0013579905787786,0.0464573481524439,early_model,GEARS_100_5_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_sched_early_model_run5_Core-Set_diff_effect_metrics.csv
