split,budget,policy,objective,value,cost
3,55,random,mean_r,0.4075988225970936,13420.0
3,55,random,frac_ge_0.5,0.39344262295081966,13420.0
3,55,random,frac_ge_0.7,0.23770491803278687,13420.0
3,55,oracle_mean_r,mean_r,0.43957782612701296,13420.0
3,55,oracle_mean_r,frac_ge_0.5,0.47540983606557374,13420.0
3,55,oracle_mean_r,frac_ge_0.7,0.30327868852459017,13420.0
3,55,oracle_frac_ge_0.5,mean_r,0.42014200180257505,13420.0
3,55,oracle_frac_ge_0.5,frac_ge_0.5,0.4959016393442623,13420.0
3,55,oracle_frac_ge_0.5,frac_ge_0.7,0.24180327868852458,13420.0
3,55,oracle_frac_ge_0.7,mean_r,0.4167711264320237,13420.0
3,55,oracle_frac_ge_0.7,frac_ge_0.5,0.38934426229508196,13420.0
3,55,oracle_frac_ge_0.7,frac_ge_0.7,0.3401639344262295,13420.0
3,70,uniform,mean_r,0.45645200583433015,17080.0
3,70,uniform,frac_ge_0.5,0.45901639344262296,17080.0
3,70,uniform,frac_ge_0.7,0.30327868852459017,17080.0
3,70,probe(dev-fitted),mean_r,0.4451329481261248,17080.0
3,70,probe(dev-fitted),frac_ge_0.5,0.45081967213114754,17080.0
3,70,probe(dev-fitted),frac_ge_0.7,0.3401639344262295,17080.0
3,70,est_norm,mean_r,0.4472742779943787,17080.0
3,70,est_norm,frac_ge_0.5,0.4713114754098361,17080.0
3,70,est_norm,frac_ge_0.7,0.3401639344262295,17080.0
3,70,half_split_r,mean_r,0.44738912722859225,17080.0
3,70,half_split_r,frac_ge_0.5,0.4713114754098361,17080.0
3,70,half_split_r,frac_ge_0.7,0.3401639344262295,17080.0
3,70,noise_ratio,mean_r,0.43167502863082624,17080.0
3,70,noise_ratio,frac_ge_0.5,0.44672131147540983,17080.0
3,70,noise_ratio,frac_ge_0.7,0.21721311475409835,17080.0
3,70,prior_typiclust,mean_r,0.4446611645780351,17080.0
3,70,prior_typiclust,frac_ge_0.5,0.46311475409836067,17080.0
3,70,prior_typiclust,frac_ge_0.7,0.3319672131147541,17080.0
3,70,random,mean_r,0.43134512567222805,17080.0
3,70,random,frac_ge_0.5,0.430327868852459,17080.0
3,70,random,frac_ge_0.7,0.26639344262295084,17080.0
3,70,oracle_mean_r,mean_r,0.4638069000507354,17080.0
3,70,oracle_mean_r,frac_ge_0.5,0.4918032786885246,17080.0
3,70,oracle_mean_r,frac_ge_0.7,0.3319672131147541,17080.0
3,70,oracle_frac_ge_0.5,mean_r,0.44247151232662335,17080.0
3,70,oracle_frac_ge_0.5,frac_ge_0.5,0.4959016393442623,17080.0
3,70,oracle_frac_ge_0.5,frac_ge_0.7,0.2786885245901639,17080.0
3,70,oracle_frac_ge_0.7,mean_r,0.4386446300944596,17080.0
3,70,oracle_frac_ge_0.7,frac_ge_0.5,0.4180327868852459,17080.0
3,70,oracle_frac_ge_0.7,frac_ge_0.7,0.3401639344262295,17080.0
3,90,uniform,mean_r,0.47484937949143313,21960.0
3,90,uniform,frac_ge_0.5,0.4959016393442623,21960.0
3,90,uniform,frac_ge_0.7,0.3237704918032787,21960.0
3,90,probe(dev-fitted),mean_r,0.47189386390182037,21960.0
3,90,probe(dev-fitted),frac_ge_0.5,0.48770491803278687,21960.0
3,90,probe(dev-fitted),frac_ge_0.7,0.3401639344262295,21960.0
3,90,est_norm,mean_r,0.47347999791868534,21960.0
3,90,est_norm,frac_ge_0.5,0.4918032786885246,21960.0
3,90,est_norm,frac_ge_0.7,0.3401639344262295,21960.0
3,90,half_split_r,mean_r,0.47411644248889195,21960.0
3,90,half_split_r,frac_ge_0.5,0.4918032786885246,21960.0
3,90,half_split_r,frac_ge_0.7,0.3401639344262295,21960.0
3,90,noise_ratio,mean_r,0.47086045435547724,21960.0
3,90,noise_ratio,frac_ge_0.5,0.4959016393442623,21960.0
3,90,noise_ratio,frac_ge_0.7,0.3360655737704918,21960.0
3,90,prior_typiclust,mean_r,0.4716045377588999,21960.0
3,90,prior_typiclust,frac_ge_0.5,0.4918032786885246,21960.0
3,90,prior_typiclust,frac_ge_0.7,0.3401639344262295,21960.0
3,90,random,mean_r,0.46481425557371425,21960.0
3,90,random,frac_ge_0.5,0.4713114754098361,21960.0
3,90,random,frac_ge_0.7,0.3114754098360656,21960.0
3,90,oracle_mean_r,mean_r,0.48356688220758126,21960.0
3,90,oracle_mean_r,frac_ge_0.5,0.4959016393442623,21960.0
3,90,oracle_mean_r,frac_ge_0.7,0.3401639344262295,21960.0
3,90,oracle_frac_ge_0.5,mean_r,0.4675880818705067,21960.0
3,90,oracle_frac_ge_0.5,frac_ge_0.5,0.4959016393442623,21960.0
3,90,oracle_frac_ge_0.5,frac_ge_0.7,0.3073770491803279,21960.0
3,90,oracle_frac_ge_0.7,mean_r,0.4656910980945705,21960.0
3,90,oracle_frac_ge_0.7,frac_ge_0.5,0.46311475409836067,21960.0
3,90,oracle_frac_ge_0.7,frac_ge_0.7,0.3401639344262295,21960.0
4,40,uniform,mean_r,0.4302711957167704,9760.0
4,40,uniform,frac_ge_0.5,0.45491803278688525,9760.0
4,40,uniform,frac_ge_0.7,0.3155737704918033,9760.0
4,40,probe(dev-fitted),mean_r,0.41948514084854605,9760.0
4,40,probe(dev-fitted),frac_ge_0.5,0.44672131147540983,9760.0
4,40,probe(dev-fitted),frac_ge_0.7,0.29508196721311475,9760.0
4,40,est_norm,mean_r,0.40941026124084123,9760.0
4,40,est_norm,frac_ge_0.5,0.4262295081967213,9760.0
4,40,est_norm,frac_ge_0.7,0.22540983606557377,9760.0
4,40,half_split_r,mean_r,0.40929794532617125,9760.0
4,40,half_split_r,frac_ge_0.5,0.4262295081967213,9760.0
4,40,half_split_r,frac_ge_0.7,0.23770491803278687,9760.0
4,40,noise_ratio,mean_r,0.40218027236634774,9760.0
4,40,noise_ratio,frac_ge_0.5,0.4262295081967213,9760.0
4,40,noise_ratio,frac_ge_0.7,0.20081967213114754,9760.0
4,40,prior_typiclust,mean_r,0.41336905789947076,9760.0
4,40,prior_typiclust,frac_ge_0.5,0.430327868852459,9760.0
4,40,prior_typiclust,frac_ge_0.7,0.2540983606557377,9760.0
4,40,random,mean_r,0.41296254697381746,9760.0
4,40,random,frac_ge_0.5,0.44672131147540983,9760.0
4,40,random,frac_ge_0.7,0.24180327868852458,9760.0
4,40,oracle_mean_r,mean_r,0.4318879124008073,9760.0
4,40,oracle_mean_r,frac_ge_0.5,0.47950819672131145,9760.0
4,40,oracle_mean_r,frac_ge_0.7,0.2827868852459016,9760.0
4,40,oracle_frac_ge_0.5,mean_r,0.41452494641235405,9760.0
4,40,oracle_frac_ge_0.5,frac_ge_0.5,0.5204918032786885,9760.0
4,40,oracle_frac_ge_0.5,frac_ge_0.7,0.22131147540983606,9760.0
4,40,oracle_frac_ge_0.7,mean_r,0.4234013586871891,9760.0
4,40,oracle_frac_ge_0.7,frac_ge_0.5,0.4344262295081967,9760.0
4,40,oracle_frac_ge_0.7,frac_ge_0.7,0.3975409836065574,9760.0
4,55,uniform,mean_r,0.4568451953637719,13420.0
4,55,uniform,frac_ge_0.5,0.4713114754098361,13420.0
4,55,uniform,frac_ge_0.7,0.3483606557377049,13420.0
4,55,probe(dev-fitted),mean_r,0.44532891531230606,13420.0
4,55,probe(dev-fitted),frac_ge_0.5,0.4672131147540984,13420.0
4,55,probe(dev-fitted),frac_ge_0.7,0.3483606557377049,13420.0
4,55,est_norm,mean_r,0.4390505048118104,13420.0
4,55,est_norm,frac_ge_0.5,0.4426229508196721,13420.0
4,55,est_norm,frac_ge_0.7,0.36065573770491804,13420.0
4,55,half_split_r,mean_r,0.4391504388386536,13420.0
4,55,half_split_r,frac_ge_0.5,0.44672131147540983,13420.0
4,55,half_split_r,frac_ge_0.7,0.35655737704918034,13420.0
4,55,noise_ratio,mean_r,0.4211782814923399,13420.0
4,55,noise_ratio,frac_ge_0.5,0.4344262295081967,13420.0
4,55,noise_ratio,frac_ge_0.7,0.20081967213114754,13420.0
4,55,prior_typiclust,mean_r,0.4392735065480114,13420.0
4,55,prior_typiclust,frac_ge_0.5,0.45491803278688525,13420.0
4,55,prior_typiclust,frac_ge_0.7,0.319672131147541,13420.0
4,55,random,mean_r,0.434140366793234,13420.0
4,55,random,frac_ge_0.5,0.4672131147540984,13420.0
4,55,random,frac_ge_0.7,0.2786885245901639,13420.0
4,55,oracle_mean_r,mean_r,0.4620960412707302,13420.0
4,55,oracle_mean_r,frac_ge_0.5,0.5040983606557377,13420.0
4,55,oracle_mean_r,frac_ge_0.7,0.3524590163934426,13420.0
4,55,oracle_frac_ge_0.5,mean_r,0.43951109704393587,13420.0
4,55,oracle_frac_ge_0.5,frac_ge_0.5,0.5204918032786885,13420.0
4,55,oracle_frac_ge_0.5,frac_ge_0.7,0.27459016393442626,13420.0
4,55,oracle_frac_ge_0.7,mean_r,0.4416034534634625,13420.0
4,55,oracle_frac_ge_0.7,frac_ge_0.5,0.46311475409836067,13420.0
4,55,oracle_frac_ge_0.7,frac_ge_0.7,0.4016393442622951,13420.0
4,70,uniform,mean_r,0.4744066131884732,17080.0
4,70,uniform,frac_ge_0.5,0.4918032786885246,17080.0
4,70,uniform,frac_ge_0.7,0.36475409836065575,17080.0
4,70,probe(dev-fitted),mean_r,0.47027365942332955,17080.0
4,70,probe(dev-fitted),frac_ge_0.5,0.5040983606557377,17080.0
4,70,probe(dev-fitted),frac_ge_0.7,0.38114754098360654,17080.0
4,70,est_norm,mean_r,0.4695461471526899,17080.0
4,70,est_norm,frac_ge_0.5,0.5040983606557377,17080.0
4,70,est_norm,frac_ge_0.7,0.4016393442622951,17080.0
4,70,half_split_r,mean_r,0.46811979642761353,17080.0
4,70,half_split_r,frac_ge_0.5,0.5040983606557377,17080.0
4,70,half_split_r,frac_ge_0.7,0.4016393442622951,17080.0
4,70,noise_ratio,mean_r,0.4508879402544496,17080.0
4,70,noise_ratio,frac_ge_0.5,0.5081967213114754,17080.0
4,70,noise_ratio,frac_ge_0.7,0.23770491803278687,17080.0
4,70,prior_typiclust,mean_r,0.4643794172328943,17080.0
4,70,prior_typiclust,frac_ge_0.5,0.47540983606557374,17080.0
4,70,prior_typiclust,frac_ge_0.7,0.36885245901639346,17080.0
4,70,random,mean_r,0.45791323287097035,17080.0
4,70,random,frac_ge_0.5,0.4959016393442623,17080.0
4,70,random,frac_ge_0.7,0.3319672131147541,17080.0
4,70,oracle_mean_r,mean_r,0.4854251758661121,17080.0
4,70,oracle_mean_r,frac_ge_0.5,0.5163934426229508,17080.0
4,70,oracle_mean_r,frac_ge_0.7,0.3975409836065574,17080.0
4,70,oracle_frac_ge_0.5,mean_r,0.45841470620877367,17080.0
4,70,oracle_frac_ge_0.5,frac_ge_0.5,0.5204918032786885,17080.0
4,70,oracle_frac_ge_0.5,frac_ge_0.7,0.30327868852459017,17080.0
4,70,oracle_frac_ge_0.7,mean_r,0.46165784984849945,17080.0
4,70,oracle_frac_ge_0.7,frac_ge_0.5,0.48770491803278687,17080.0
4,70,oracle_frac_ge_0.7,frac_ge_0.7,0.4016393442622951,17080.0
4,90,uniform,mean_r,0.49180001408085,21960.0
4,90,uniform,frac_ge_0.5,0.5081967213114754,21960.0
4,90,uniform,frac_ge_0.7,0.38934426229508196,21960.0
4,90,probe(dev-fitted),mean_r,0.4935102102510845,21960.0
4,90,probe(dev-fitted),frac_ge_0.5,0.5163934426229508,21960.0
4,90,probe(dev-fitted),frac_ge_0.7,0.4016393442622951,21960.0
4,90,est_norm,mean_r,0.4939745068655969,21960.0
4,90,est_norm,frac_ge_0.5,0.5204918032786885,21960.0
4,90,est_norm,frac_ge_0.7,0.4016393442622951,21960.0
4,90,half_split_r,mean_r,0.4950511054619591,21960.0
4,90,half_split_r,frac_ge_0.5,0.5204918032786885,21960.0
4,90,half_split_r,frac_ge_0.7,0.4016393442622951,21960.0
4,90,noise_ratio,mean_r,0.48934233139304717,21960.0
4,90,noise_ratio,frac_ge_0.5,0.5204918032786885,21960.0
4,90,noise_ratio,frac_ge_0.7,0.3975409836065574,21960.0
4,90,prior_typiclust,mean_r,0.48963417780402374,21960.0
4,90,prior_typiclust,frac_ge_0.5,0.5081967213114754,21960.0
4,90,prior_typiclust,frac_ge_0.7,0.38934426229508196,21960.0
4,90,random,mean_r,0.48684905654450544,21960.0
4,90,random,frac_ge_0.5,0.5163934426229508,21960.0
4,90,random,frac_ge_0.7,0.36065573770491804,21960.0
4,90,oracle_mean_r,mean_r,0.5030647746229019,21960.0
4,90,oracle_mean_r,frac_ge_0.5,0.5204918032786885,21960.0
4,90,oracle_mean_r,frac_ge_0.7,0.4016393442622951,21960.0
4,90,oracle_frac_ge_0.5,mean_r,0.4846820055811461,21960.0
4,90,oracle_frac_ge_0.5,frac_ge_0.5,0.5204918032786885,21960.0
4,90,oracle_frac_ge_0.5,frac_ge_0.7,0.36065573770491804,21960.0
4,90,oracle_frac_ge_0.7,mean_r,0.48508212254601546,21960.0
4,90,oracle_frac_ge_0.7,frac_ge_0.5,0.5081967213114754,21960.0
4,90,oracle_frac_ge_0.7,frac_ge_0.7,0.4016393442622951,21960.0
5,40,uniform,mean_r,0.42260475484721105,9760.0
5,40,uniform,frac_ge_0.5,0.42213114754098363,9760.0
5,40,uniform,frac_ge_0.7,0.2581967213114754,9760.0
5,40,probe(dev-fitted),mean_r,0.4111793292199689,9760.0
5,40,probe(dev-fitted),frac_ge_0.5,0.4016393442622951,9760.0
5,40,probe(dev-fitted),frac_ge_0.7,0.27459016393442626,9760.0
5,40,est_norm,mean_r,0.40242617247248313,9760.0
5,40,est_norm,frac_ge_0.5,0.36885245901639346,9760.0
5,40,est_norm,frac_ge_0.7,0.22131147540983606,9760.0
5,40,half_split_r,mean_r,0.40164016577754874,9760.0
5,40,half_split_r,frac_ge_0.5,0.36885245901639346,9760.0
5,40,half_split_r,frac_ge_0.7,0.22540983606557377,9760.0
5,40,noise_ratio,mean_r,0.3966130813627626,9760.0
5,40,noise_ratio,frac_ge_0.5,0.3729508196721312,9760.0
5,40,noise_ratio,frac_ge_0.7,0.19672131147540983,9760.0
5,40,prior_typiclust,mean_r,0.4061453464549783,9760.0
5,40,prior_typiclust,frac_ge_0.5,0.3729508196721312,9760.0
5,40,prior_typiclust,frac_ge_0.7,0.2540983606557377,9760.0
5,40,random,mean_r,0.40245671098628155,9760.0
5,40,random,frac_ge_0.5,0.3975409836065574,9760.0
5,40,random,frac_ge_0.7,0.22540983606557377,9760.0
5,40,oracle_mean_r,mean_r,0.4267592011716171,9760.0
5,40,oracle_mean_r,frac_ge_0.5,0.45901639344262296,9760.0
5,40,oracle_mean_r,frac_ge_0.7,0.24180327868852458,9760.0
5,40,oracle_frac_ge_0.5,mean_r,0.41784650064168927,9760.0
5,40,oracle_frac_ge_0.5,frac_ge_0.5,0.5286885245901639,9760.0
5,40,oracle_frac_ge_0.5,frac_ge_0.7,0.20491803278688525,9760.0
5,40,oracle_frac_ge_0.7,mean_r,0.4113547747132185,9760.0
5,40,oracle_frac_ge_0.7,frac_ge_0.5,0.3729508196721312,9760.0
5,40,oracle_frac_ge_0.7,frac_ge_0.7,0.3442622950819672,9760.0
5,55,uniform,mean_r,0.4526240149938471,13420.0
5,55,uniform,frac_ge_0.5,0.4672131147540984,13420.0
5,55,uniform,frac_ge_0.7,0.29918032786885246,13420.0
5,55,probe(dev-fitted),mean_r,0.4391123091155037,13420.0
5,55,probe(dev-fitted),frac_ge_0.5,0.45081967213114754,13420.0
5,55,probe(dev-fitted),frac_ge_0.7,0.3237704918032787,13420.0
5,55,est_norm,mean_r,0.4321149680085984,13420.0
5,55,est_norm,frac_ge_0.5,0.3975409836065574,13420.0
5,55,est_norm,frac_ge_0.7,0.3401639344262295,13420.0
5,55,half_split_r,mean_r,0.43211405842706224,13420.0
5,55,half_split_r,frac_ge_0.5,0.4098360655737705,13420.0
5,55,half_split_r,frac_ge_0.7,0.3319672131147541,13420.0
5,55,noise_ratio,mean_r,0.41875608482295035,13420.0
5,55,noise_ratio,frac_ge_0.5,0.38934426229508196,13420.0
5,55,noise_ratio,frac_ge_0.7,0.19672131147540983,13420.0
5,55,prior_typiclust,mean_r,0.4308766844447656,13420.0
5,55,prior_typiclust,frac_ge_0.5,0.4098360655737705,13420.0
5,55,prior_typiclust,frac_ge_0.7,0.319672131147541,13420.0
5,55,random,mean_r,0.4254791909918479,13420.0
5,55,random,frac_ge_0.5,0.4262295081967213,13420.0
5,55,random,frac_ge_0.7,0.2540983606557377,13420.0
5,55,oracle_mean_r,mean_r,0.45706267076731494,13420.0
5,55,oracle_mean_r,frac_ge_0.5,0.48770491803278687,13420.0
5,55,oracle_mean_r,frac_ge_0.7,0.29508196721311475,13420.0
5,55,oracle_frac_ge_0.5,mean_r,0.4345612016517944,13420.0
5,55,oracle_frac_ge_0.5,frac_ge_0.5,0.5286885245901639,13420.0
5,55,oracle_frac_ge_0.5,frac_ge_0.7,0.23770491803278687,13420.0
5,55,oracle_frac_ge_0.7,mean_r,0.4289651754613752,13420.0
5,55,oracle_frac_ge_0.7,frac_ge_0.5,0.4057377049180328,13420.0
5,55,oracle_frac_ge_0.7,frac_ge_0.7,0.3442622950819672,13420.0
5,70,uniform,mean_r,0.47106564648451327,17080.0
5,70,uniform,frac_ge_0.5,0.48360655737704916,17080.0
5,70,uniform,frac_ge_0.7,0.3319672131147541,17080.0
5,70,probe(dev-fitted),mean_r,0.46425440936582163,17080.0
5,70,probe(dev-fitted),frac_ge_0.5,0.4918032786885246,17080.0
5,70,probe(dev-fitted),frac_ge_0.7,0.3442622950819672,17080.0
5,70,est_norm,mean_r,0.4616822511936752,17080.0
5,70,est_norm,frac_ge_0.5,0.5081967213114754,17080.0
5,70,est_norm,frac_ge_0.7,0.3442622950819672,17080.0
5,70,half_split_r,mean_r,0.46238181542807455,17080.0
5,70,half_split_r,frac_ge_0.5,0.4959016393442623,17080.0
5,70,half_split_r,frac_ge_0.7,0.3401639344262295,17080.0
5,70,noise_ratio,mean_r,0.4485588996522281,17080.0
5,70,noise_ratio,frac_ge_0.5,0.48770491803278687,17080.0
5,70,noise_ratio,frac_ge_0.7,0.20081967213114754,17080.0
5,70,prior_typiclust,mean_r,0.4579348225713341,17080.0
5,70,prior_typiclust,frac_ge_0.5,0.46311475409836067,17080.0
5,70,prior_typiclust,frac_ge_0.7,0.3319672131147541,17080.0
5,70,random,mean_r,0.44877595889103433,17080.0
5,70,random,frac_ge_0.5,0.44672131147540983,17080.0
5,70,random,frac_ge_0.7,0.28688524590163933,17080.0
5,70,oracle_mean_r,mean_r,0.48009813503366056,17080.0
5,70,oracle_mean_r,frac_ge_0.5,0.5204918032786885,17080.0
5,70,oracle_mean_r,frac_ge_0.7,0.3237704918032787,17080.0
5,70,oracle_frac_ge_0.5,mean_r,0.45553632237715647,17080.0
5,70,oracle_frac_ge_0.5,frac_ge_0.5,0.5286885245901639,17080.0
5,70,oracle_frac_ge_0.5,frac_ge_0.7,0.2827868852459016,17080.0
5,70,oracle_frac_ge_0.7,mean_r,0.4530846339595107,17080.0
5,70,oracle_frac_ge_0.7,frac_ge_0.5,0.45491803278688525,17080.0
5,70,oracle_frac_ge_0.7,frac_ge_0.7,0.3442622950819672,17080.0
5,90,uniform,mean_r,0.4893297258514976,21960.0
5,90,uniform,frac_ge_0.5,0.5122950819672131,21960.0
5,90,uniform,frac_ge_0.7,0.3360655737704918,21960.0
5,90,probe(dev-fitted),mean_r,0.49204621139291643,21960.0
5,90,probe(dev-fitted),frac_ge_0.5,0.5204918032786885,21960.0
5,90,probe(dev-fitted),frac_ge_0.7,0.3442622950819672,21960.0
5,90,est_norm,mean_r,0.4894010243053762,21960.0
5,90,est_norm,frac_ge_0.5,0.5245901639344263,21960.0
5,90,est_norm,frac_ge_0.7,0.3442622950819672,21960.0
5,90,half_split_r,mean_r,0.4863488306549042,21960.0
5,90,half_split_r,frac_ge_0.5,0.5204918032786885,21960.0
5,90,half_split_r,frac_ge_0.7,0.3442622950819672,21960.0
5,90,noise_ratio,mean_r,0.4862408612665842,21960.0
5,90,noise_ratio,frac_ge_0.5,0.5286885245901639,21960.0
5,90,noise_ratio,frac_ge_0.7,0.3360655737704918,21960.0
5,90,prior_typiclust,mean_r,0.4843200656879296,21960.0
5,90,prior_typiclust,frac_ge_0.5,0.5,21960.0
5,90,prior_typiclust,frac_ge_0.7,0.3442622950819672,21960.0
5,90,random,mean_r,0.48119117626462315,21960.0
5,90,random,frac_ge_0.5,0.5081967213114754,21960.0
5,90,random,frac_ge_0.7,0.3237704918032787,21960.0
5,90,oracle_mean_r,mean_r,0.49980544992130954,21960.0
5,90,oracle_mean_r,frac_ge_0.5,0.5286885245901639,21960.0
5,90,oracle_mean_r,frac_ge_0.7,0.3401639344262295,21960.0
5,90,oracle_frac_ge_0.5,mean_r,0.4836807029806536,21960.0
5,90,oracle_frac_ge_0.5,frac_ge_0.5,0.5286885245901639,21960.0
5,90,oracle_frac_ge_0.5,frac_ge_0.7,0.319672131147541,21960.0
5,90,oracle_frac_ge_0.7,mean_r,0.4842748832717141,21960.0
5,90,oracle_frac_ge_0.7,frac_ge_0.5,0.5163934426229508,21960.0
5,90,oracle_frac_ge_0.7,frac_ge_0.7,0.3442622950819672,21960.0
6,40,uniform,mean_r,0.4016386092226326,9760.0
6,40,uniform,frac_ge_0.5,0.4098360655737705,9760.0
6,40,uniform,frac_ge_0.7,0.26639344262295084,9760.0
6,40,probe(dev-fitted),mean_r,0.3907761775724973,9760.0
6,40,probe(dev-fitted),frac_ge_0.5,0.38934426229508196,9760.0
6,40,probe(dev-fitted),frac_ge_0.7,0.28688524590163933,9760.0
6,40,est_norm,mean_r,0.3827995310526663,9760.0
6,40,est_norm,frac_ge_0.5,0.36475409836065575,9760.0
6,40,est_norm,frac_ge_0.7,0.22540983606557377,9760.0
6,40,half_split_r,mean_r,0.3830901586592458,9760.0
6,40,half_split_r,frac_ge_0.5,0.36475409836065575,9760.0
6,40,half_split_r,frac_ge_0.7,0.23770491803278687,9760.0
6,40,noise_ratio,mean_r,0.3744055914280952,9760.0
6,40,noise_ratio,frac_ge_0.5,0.36475409836065575,9760.0
6,40,noise_ratio,frac_ge_0.7,0.22540983606557377,9760.0
6,40,prior_typiclust,mean_r,0.38797470036571796,9760.0
6,40,prior_typiclust,frac_ge_0.5,0.38114754098360654,9760.0
6,40,prior_typiclust,frac_ge_0.7,0.26639344262295084,9760.0
6,40,random,mean_r,0.3828635026957123,9760.0
6,40,random,frac_ge_0.5,0.38524590163934425,9760.0
6,40,random,frac_ge_0.7,0.24180327868852458,9760.0
6,40,oracle_mean_r,mean_r,0.4059391333521191,9760.0
6,40,oracle_mean_r,frac_ge_0.5,0.4344262295081967,9760.0
6,40,oracle_mean_r,frac_ge_0.7,0.2786885245901639,9760.0
6,40,oracle_frac_ge_0.5,mean_r,0.3956440995222737,9760.0
6,40,oracle_frac_ge_0.5,frac_ge_0.5,0.47950819672131145,9760.0
6,40,oracle_frac_ge_0.5,frac_ge_0.7,0.2336065573770492,9760.0
6,40,oracle_frac_ge_0.7,mean_r,0.39219351468583213,9760.0
6,40,oracle_frac_ge_0.7,frac_ge_0.5,0.38114754098360654,9760.0
6,40,oracle_frac_ge_0.7,frac_ge_0.7,0.3360655737704918,9760.0
6,55,uniform,mean_r,0.4283824864384665,13420.0
6,55,uniform,frac_ge_0.5,0.430327868852459,13420.0
6,55,uniform,frac_ge_0.7,0.29508196721311475,13420.0
6,55,probe(dev-fitted),mean_r,0.41877482786444714,13420.0
6,55,probe(dev-fitted),frac_ge_0.5,0.430327868852459,13420.0
6,55,probe(dev-fitted),frac_ge_0.7,0.3114754098360656,13420.0
6,55,est_norm,mean_r,0.4134171488771781,13420.0
6,55,est_norm,frac_ge_0.5,0.4016393442622951,13420.0
6,55,est_norm,frac_ge_0.7,0.32786885245901637,13420.0
6,55,half_split_r,mean_r,0.41340980405512995,13420.0
6,55,half_split_r,frac_ge_0.5,0.3975409836065574,13420.0
6,55,half_split_r,frac_ge_0.7,0.32786885245901637,13420.0
6,55,noise_ratio,mean_r,0.39387103792405914,13420.0
6,55,noise_ratio,frac_ge_0.5,0.3770491803278688,13420.0
6,55,noise_ratio,frac_ge_0.7,0.22540983606557377,13420.0
6,55,prior_typiclust,mean_r,0.4155780820970516,13420.0
6,55,prior_typiclust,frac_ge_0.5,0.4180327868852459,13420.0
6,55,prior_typiclust,frac_ge_0.7,0.30327868852459017,13420.0
6,55,random,mean_r,0.4082296197102849,13420.0
6,55,random,frac_ge_0.5,0.4262295081967213,13420.0
6,55,random,frac_ge_0.7,0.2581967213114754,13420.0
6,55,oracle_mean_r,mean_r,0.43576821069840005,13420.0
6,55,oracle_mean_r,frac_ge_0.5,0.4713114754098361,13420.0
6,55,oracle_mean_r,frac_ge_0.7,0.3237704918032787,13420.0
6,55,oracle_frac_ge_0.5,mean_r,0.41570286920339966,13420.0
6,55,oracle_frac_ge_0.5,frac_ge_0.5,0.47950819672131145,13420.0
6,55,oracle_frac_ge_0.5,frac_ge_0.7,0.26229508196721313,13420.0
6,55,oracle_frac_ge_0.7,mean_r,0.41207226768678024,13420.0
6,55,oracle_frac_ge_0.7,frac_ge_0.5,0.4057377049180328,13420.0
6,55,oracle_frac_ge_0.7,frac_ge_0.7,0.3360655737704918,13420.0
6,70,uniform,mean_r,0.4472177858198072,17080.0
6,70,uniform,frac_ge_0.5,0.45491803278688525,17080.0
6,70,uniform,frac_ge_0.7,0.3155737704918033,17080.0
6,70,probe(dev-fitted),mean_r,0.44009068730520085,17080.0
6,70,probe(dev-fitted),frac_ge_0.5,0.45081967213114754,17080.0
6,70,probe(dev-fitted),frac_ge_0.7,0.3237704918032787,17080.0
6,70,est_norm,mean_r,0.44405092114252737,17080.0
6,70,est_norm,frac_ge_0.5,0.4672131147540984,17080.0
6,70,est_norm,frac_ge_0.7,0.3360655737704918,17080.0
6,70,half_split_r,mean_r,0.43976787092231195,17080.0
6,70,half_split_r,frac_ge_0.5,0.46311475409836067,17080.0
6,70,half_split_r,frac_ge_0.7,0.3360655737704918,17080.0
6,70,noise_ratio,mean_r,0.42042450569131123,17080.0
6,70,noise_ratio,frac_ge_0.5,0.4426229508196721,17080.0
6,70,noise_ratio,frac_ge_0.7,0.22950819672131148,17080.0
6,70,prior_typiclust,mean_r,0.4399975140714545,17080.0
6,70,prior_typiclust,frac_ge_0.5,0.45081967213114754,17080.0
6,70,prior_typiclust,frac_ge_0.7,0.3237704918032787,17080.0
6,70,random,mean_r,0.428190969156932,17080.0
6,70,random,frac_ge_0.5,0.4385245901639344,17080.0
6,70,random,frac_ge_0.7,0.28688524590163933,17080.0
6,70,oracle_mean_r,mean_r,0.45757373963906356,17080.0
6,70,oracle_mean_r,frac_ge_0.5,0.47950819672131145,17080.0
6,70,oracle_mean_r,frac_ge_0.7,0.3237704918032787,17080.0
6,70,oracle_frac_ge_0.5,mean_r,0.43524573711186004,17080.0
6,70,oracle_frac_ge_0.5,frac_ge_0.5,0.47950819672131145,17080.0
6,70,oracle_frac_ge_0.5,frac_ge_0.7,0.29918032786885246,17080.0
6,70,oracle_frac_ge_0.7,mean_r,0.42910786684446006,17080.0
6,70,oracle_frac_ge_0.7,frac_ge_0.5,0.42213114754098363,17080.0
6,70,oracle_frac_ge_0.7,frac_ge_0.7,0.3360655737704918,17080.0
6,90,uniform,mean_r,0.46487676847886417,21960.0
6,90,uniform,frac_ge_0.5,0.4713114754098361,21960.0
6,90,uniform,frac_ge_0.7,0.3237704918032787,21960.0
6,90,probe(dev-fitted),mean_r,0.4654785837008633,21960.0
6,90,probe(dev-fitted),frac_ge_0.5,0.47950819672131145,21960.0
6,90,probe(dev-fitted),frac_ge_0.7,0.3360655737704918,21960.0
