100,200,300,400,500,600
0.1059096468396954,0.2121958298813849,0.1976898761986966,0.2464478574645857,0.2768979798672256,0.2883780060395962
0.1114256641693383,0.1759958297816299,0.22214909154135,0.2023397006406013,0.2138727130260456,0.2482526928923832
0.111199695763525,0.1330899505873428,0.185143415423538,0.2271368309128336,0.2718799402021239,0.2370175556910819
0.1181159858967826,0.2132750577404859,0.2452411578616117,0.2671673626363941,0.2699972114110683,0.2609348893478391
0.1279295959283713,0.1672431033033984,0.2276548376119009,0.1847739795453987,0.2214665968908579,0.1931664388130003
0.1284743216048701,0.1917656775684225,0.2305164213015766,0.2586447698634794,0.2888175066349299,0.2642916760555515
0.0906916090292149,0.1839722824162123,0.1856204572147198,0.228712688079926,0.2417050368874863,0.2419858364851241
0.1029305307230217,0.2115957699173652,0.2351036423813896,0.2747718490489223,0.2505598228597286,0.2760101955674363
0.1331261482146427,0.17920531260223,0.2056767054290169,0.2553208045290765,0.2350844944706343,0.2481628524742913
0.119070084993199,0.1920682500333113,0.1933703568224979,0.2205685696404537,0.242411787697673,0.2538578586568603
