run,state_n,stage,w,P_before,P_after,delta_pearson,P_before_eval_after_load,n_selected,n_overlap_labeled,training_seed,training_run,checkpoint_path,source,complete
2,100,early,0.5,0.11842360705487635,0.21890185622156122,0.10047824916668487,0.11842361828708986,100.0,0.0,1,2,/data/zy/iterpert/common_states/paper_run2/n100/gears_checkpoint,GEARS_100_1_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_fork_n100_run2_Core-Set_diff_effect_metrics.csv,True
2,100,early,0.75,0.11842360705487635,0.2068607602275827,0.08843715317270635,0.11842360991356514,100.0,0.0,1,2,/data/zy/iterpert/common_states/paper_run2/n100/gears_checkpoint,GEARS_100_1_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.75_fork_n100_run2_Core-Set_diff_effect_metrics.csv,True
2,100,early,1.0,0.11842360705487635,0.2220984085060054,0.10367480145112905,0.11842361812574242,100.0,0.0,1,2,/data/zy/iterpert/common_states/paper_run2/n100/gears_checkpoint,GEARS_100_1_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw1.0_fork_n100_run2_Core-Set_diff_effect_metrics.csv,True
2,300,middle,0.0,0.2539390984716627,0.27088842930640616,0.01694933083474348,0.25393912560708004,100.0,0.0,1,2,/data/zy/iterpert/common_states/paper_run2/n300/gears_checkpoint,GEARS_100_1_300_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.0_fork_n300_run2_Core-Set_diff_effect_metrics.csv,True
2,300,middle,0.25,0.2539390984716627,0.2623977754033164,0.008458676931653697,0.25393911037599304,100.0,0.0,1,2,/data/zy/iterpert/common_states/paper_run2/n300/gears_checkpoint,GEARS_100_1_300_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.25_fork_n300_run2_Core-Set_diff_effect_metrics.csv,True
2,300,middle,0.5,0.2539390984716627,0.2675427492891671,0.01360365081750442,0.2539391177720354,100.0,0.0,1,2,/data/zy/iterpert/common_states/paper_run2/n300/gears_checkpoint,GEARS_100_1_300_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_fork_n300_run2_Core-Set_diff_effect_metrics.csv,True
2,300,middle,0.75,0.2539390984716627,0.24765421938404555,-0.006284879087617129,0.25393909600547643,100.0,0.0,1,2,/data/zy/iterpert/common_states/paper_run2/n300/gears_checkpoint,GEARS_100_1_300_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.75_fork_n300_run2_Core-Set_diff_effect_metrics.csv,True
2,300,middle,1.0,0.2539390984716627,0.26146949800856917,0.007530399536906485,0.25393910502088735,100.0,0.0,1,2,/data/zy/iterpert/common_states/paper_run2/n300/gears_checkpoint,GEARS_100_1_300_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw1.0_fork_n300_run2_Core-Set_diff_effect_metrics.csv,True
2,500,late,0.0,0.2803237733789004,0.2823522576215289,0.00202848424262847,0.28032378303271593,100.0,0.0,1,2,/data/zy/iterpert/common_states/paper_run2/n500/gears_checkpoint,GEARS_100_1_500_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.0_fork_n500_run2_Core-Set_diff_effect_metrics.csv,True
2,500,late,0.25,0.2803237733789004,0.28134375527822164,0.0010199818993212317,0.28032377149405696,100.0,0.0,1,2,/data/zy/iterpert/common_states/paper_run2/n500/gears_checkpoint,GEARS_100_1_500_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.25_fork_n500_run2_Core-Set_diff_effect_metrics.csv,True
2,500,late,0.5,0.2803237733789004,0.25019362560379205,-0.030130147775108362,0.28032376473654214,100.0,0.0,1,2,/data/zy/iterpert/common_states/paper_run2/n500/gears_checkpoint,GEARS_100_1_500_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_fork_n500_run2_Core-Set_diff_effect_metrics.csv,True
2,500,late,0.75,0.2803237733789004,0.2596486964199367,-0.0206750769589637,0.28032377695568994,100.0,0.0,1,2,/data/zy/iterpert/common_states/paper_run2/n500/gears_checkpoint,GEARS_100_1_500_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.75_fork_n500_run2_Core-Set_diff_effect_metrics.csv,True
2,500,late,1.0,0.2803237733789004,0.29334360548909716,0.01301983211019675,0.2803237762912442,100.0,0.0,1,2,/data/zy/iterpert/common_states/paper_run2/n500/gears_checkpoint,GEARS_100_1_500_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw1.0_fork_n500_run2_Core-Set_diff_effect_metrics.csv,True
3,100,early,0.0,0.10773587566125871,0.24661495485222992,0.1388790791909712,0.10773587480823084,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n100/gears_checkpoint,GEARS_100_1_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.0_fork_n100_run3_Core-Set_diff_effect_metrics.csv,True
3,100,early,0.25,0.10773587566125871,0.2599038514721115,0.15216797581085278,0.10773588968032745,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n100/gears_checkpoint,GEARS_100_1_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.25_fork_n100_run3_Core-Set_diff_effect_metrics.csv,True
3,100,early,0.5,0.10773587566125871,0.24839627663916977,0.14066040097791105,0.10773587784551569,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n100/gears_checkpoint,GEARS_100_1_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_fork_n100_run3_Core-Set_diff_effect_metrics.csv,True
3,100,early,0.75,0.10773587566125871,0.22123175681012286,0.11349588114886415,0.1077358874346296,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n100/gears_checkpoint,GEARS_100_1_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.75_fork_n100_run3_Core-Set_diff_effect_metrics.csv,True
3,100,early,1.0,0.10773587566125871,0.2115384760439211,0.10380260038266238,0.10773587913357031,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n100/gears_checkpoint,GEARS_100_1_100_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw1.0_fork_n100_run3_Core-Set_diff_effect_metrics.csv,True
3,300,middle,0.0,0.2471915381344115,0.2814591829333935,0.034267644798982005,0.2471915327442564,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n300/gears_checkpoint,GEARS_100_1_300_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.0_fork_n300_run3_Core-Set_diff_effect_metrics.csv,True
3,300,middle,0.25,0.2471915381344115,0.29364012697185543,0.04644858883744393,0.24719152124459812,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n300/gears_checkpoint,GEARS_100_1_300_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.25_fork_n300_run3_Core-Set_diff_effect_metrics.csv,True
3,300,middle,0.5,0.2471915381344115,0.2674583141230382,0.020266775988626723,0.24719154538921564,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n300/gears_checkpoint,GEARS_100_1_300_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_fork_n300_run3_Core-Set_diff_effect_metrics.csv,True
3,300,middle,0.75,0.2471915381344115,0.26970450416085345,0.022512966026441955,0.24719155360666914,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n300/gears_checkpoint,GEARS_100_1_300_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.75_fork_n300_run3_Core-Set_diff_effect_metrics.csv,True
3,300,middle,1.0,0.2471915381344115,0.26308031453105407,0.015888776396642573,0.2471915464372609,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n300/gears_checkpoint,GEARS_100_1_300_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw1.0_fork_n300_run3_Core-Set_diff_effect_metrics.csv,True
3,500,late,0.0,0.2973024232775409,0.28420011322104244,-0.013102310056498478,0.2973024245617052,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n500/gears_checkpoint,GEARS_100_1_500_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.0_fork_n500_run3_Core-Set_diff_effect_metrics.csv,True
3,500,late,0.25,0.2973024232775409,0.2991920288748711,0.0018896055973302017,0.2973024281635955,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n500/gears_checkpoint,GEARS_100_1_500_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.25_fork_n500_run3_Core-Set_diff_effect_metrics.csv,True
3,500,late,0.5,0.2973024232775409,0.29750047041629013,0.00019804713874921331,0.2973024154621406,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n500/gears_checkpoint,GEARS_100_1_500_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.5_fork_n500_run3_Core-Set_diff_effect_metrics.csv,True
3,500,late,0.75,0.2973024232775409,0.28588610170753515,-0.011416321570005772,0.29730240335038394,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n500/gears_checkpoint,GEARS_100_1_500_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw0.75_fork_n500_run3_Core-Set_diff_effect_metrics.csv,True
3,500,late,1.0,0.2973024232775409,0.2892933720776007,-0.00800905119994022,0.2973024031455566,100.0,0.0,1,3,/data/zy/iterpert/common_states/paper_run3/n500/gears_checkpoint,GEARS_100_1_500_256_1_rt_simple_loss_v2_ess_1k_fix_eval_priormean_new_max_mw1.0_fork_n500_run3_Core-Set_diff_effect_metrics.csv,True
